Batch,Loss,Accuracy
1107,0.0617567,0.764375
1108,0.0646566,0.764492
1109,0.0802227,0.764508
1110,0.0410139,0.764635
1111,0.0602234,0.764765
1112,0.0505149,0.764894
1113,0.0568055,0.765051
1114,0.0614101,0.765182
1115,0.0612037,0.765317
1116,0.066667,0.765446
1117,0.0561171,0.765596
1118,0.0509882,0.76573
1119,0.0558098,0.765857
1120,0.0501074,0.765985
1121,0.0549993,0.76611
1122,0.071401,0.766244
1123,0.0544387,0.766362
1124,0.0635457,0.766499
1125,0.0457393,0.766632
1126,0.0474708,0.766755
1127,0.0527197,0.766895
1128,0.0538957,0.767015
1129,0.0608442,0.767142
1130,0.0577257,0.76726
1131,0.0544519,0.767392
1132,0.0547466,0.767512
1133,0.0533001,0.767637
1134,0.0492579,0.767773
1135,0.0497468,0.767899
1136,0.0500231,0.76803
1137,0.0447181,0.768177
1138,0.0648362,0.768299
1139,0.0605559,0.768435
1140,0.0615992,0.768569
1141,0.0558615,0.768692
1142,0.0459938,0.768821
1143,0.0473306,0.768941
1144,0.0376054,0.769059
1145,0.0570008,0.769168
1146,0.0531589,0.76918
1147,0.0560682,0.769295
1148,0.0670758,0.769425
1149,0.0760927,0.76955
1150,0.0574028,0.769685
1151,0.0706636,0.769804
1152,0.0584487,0.769928
1153,0.0921428,0.770037
1154,0.0718762,0.770163
1155,0.0594468,0.770287
1156,0.068174,0.770392
1157,0.0826326,0.770495
1158,0.066887,0.7706
1159,0.0935051,0.770699
1160,0.0747531,0.770822
1161,0.062974,0.770945
1162,0.0846381,0.771054
1163,0.070661,0.771179
1164,0.0692077,0.771308
1165,0.0982949,0.771407
1166,0.0663913,0.771528
1167,0.0615442,0.771634
1168,0.107544,0.771731
1169,0.066792,0.771836
1170,0.061439,0.771941
1171,0.052298,0.77206
1172,0.0621644,0.772184
1173,0.0604174,0.772304
1174,0.0593787,0.77243
1175,0.0597297,0.772574
1176,0.0668813,0.77269
1177,0.0405023,0.772805
1178,0.0453189,0.772909
1179,0.0447812,0.773022
1180,0.0625995,0.773132
1181,0.0572298,0.773244
1182,0.05788,0.773359
1183,0.0608412,0.77338
1184,0.0386089,0.773498
1185,0.0514228,0.773619
1186,0.059533,0.773748
1187,0.0714499,0.77386
1188,0.0604464,0.773977
1189,0.0481213,0.774087
1190,0.0718627,0.774194
1191,0.0602292,0.774309
1192,0.0682316,0.774441
1193,0.0479377,0.774566
1194,0.0511491,0.774691
1195,0.0466206,0.774806
1196,0.0670754,0.774932
1197,0.0454646,0.775048
1198,0.0681394,0.775156
1199,0.0539443,0.775256
1200,0.0627319,0.775367
1201,0.0643505,0.775478
1202,0.051705,0.775587
1203,0.0551754,0.7757
1204,0.0613101,0.775803
1205,0.048234,0.775916
1206,0.047909,0.776041
1207,0.0445375,0.776155
1208,0.0511385,0.776257
1209,0.0421389,0.77639
1210,0.05647,0.776509
1211,0.0463036,0.776626
1212,0.0716912,0.776744
1213,0.0546995,0.776863
1214,0.0500295,0.776976
1215,0.050478,0.777084
1216,0.0525742,0.777194
1217,0.0576078,0.777321
1218,0.0533907,0.777431
1219,0.0662243,0.777554
1220,0.0257794,0.777566
1221,0.0500033,0.777679
1222,0.0642745,0.777786
1223,0.0379613,0.777904
1224,0.0510068,0.778018
1225,0.0466678,0.778139
1226,0.0460065,0.778245
1227,0.042765,0.778341
1228,0.0645131,0.778456
1229,0.0504504,0.778556
1230,0.0330149,0.778684
1231,0.0532165,0.7788
1232,0.0625939,0.778933
1233,0.0506724,0.779062
1234,0.0615171,0.779174
1235,0.0463507,0.779281
1236,0.052923,0.779391
1237,0.0456501,0.779508
1238,0.0460501,0.779618
1239,0.0516255,0.779736
1240,0.0535781,0.779854
1241,0.0559042,0.779978
1242,0.0507116,0.780089
1243,0.0375058,0.780185
1244,0.0470235,0.780298
1245,0.0466378,0.780401
1246,0.0340201,0.780516
1247,0.0499236,0.780623
1248,0.0532692,0.780742
1249,0.0517928,0.780859
1250,0.0453742,0.780975
1251,0.0488331,0.781089
1252,0.052739,0.781199
1253,0.0464451,0.7813
1254,0.038713,0.781416
1255,0.0609889,0.781528
1256,0.0455955,0.781645
1257,0.0220068,0.781658
1258,0.0499196,0.781774
1259,0.0454801,0.781888
1260,0.046309,0.781991
1261,0.0527029,0.782108
1262,0.0357814,0.782213
1263,0.0368413,0.782339
1264,0.0458997,0.782448
1265,0.0443923,0.782561
1266,0.0430258,0.782676
1267,0.0406313,0.782778
1268,0.03512,0.782893
1269,0.0416915,0.783009
1270,0.0407848,0.783118
1271,0.0424128,0.783227
1272,0.0435509,0.783346
1273,0.0478506,0.783455
1274,0.0457823,0.783576
1275,0.0325073,0.783672
1276,0.0386172,0.783773
1277,0.0500614,0.783874
1278,0.0566786,0.78398
1279,0.0615321,0.784102
1280,0.0372083,0.784224
1281,0.0462947,0.784315
1282,0.0380553,0.784414
1283,0.043943,0.784518
1284,0.0518501,0.784617
1285,0.0508911,0.784739
1286,0.0501681,0.784841
1287,0.0536507,0.784948
1288,0.056912,0.785053
1289,0.0429762,0.785169
1290,0.0570366,0.785271
1291,0.0512929,0.785381
1292,0.048932,0.785493
1293,0.0471679,0.78561
1294,0.0334811,0.785623
1295,0.0416818,0.785736
1296,0.026919,0.78584
1297,0.0421672,0.785952
1298,0.0525309,0.786055
1299,0.0483877,0.786164
1300,0.0609486,0.786272
1301,0.054083,0.786392
1302,0.0448246,0.78651
1303,0.0467966,0.786613
1304,0.0500546,0.786718
1305,0.0502625,0.786819
1306,0.0341575,0.786917
1307,0.045804,0.787016
1308,0.0339149,0.787118
1309,0.0365292,0.78723
1310,0.0330555,0.787342
1311,0.0432864,0.787446
1312,0.053514,0.787548
1313,0.0374115,0.78766
1314,0.0430159,0.78777
1315,0.0347164,0.787868
1316,0.040963,0.78797
1317,0.0394687,0.788078
1318,0.0425296,0.78818
1319,0.0371765,0.78829
1320,0.0475967,0.788392
1321,0.0396428,0.788495
1322,0.0445231,0.788595
1323,0.0524979,0.788705
1324,0.0445579,0.788815
1325,0.0495611,0.788927
1326,0.0363162,0.789021
1327,0.053292,0.789126
1328,0.0387623,0.789218
1329,0.047792,0.789323
1330,0.0516691,0.789437
1331,0.05134,0.789447
1332,0.0437948,0.789557
1333,0.0345132,0.789653
1334,0.0439534,0.789741
1335,0.0475913,0.789853
1336,0.0428721,0.789963
1337,0.0499288,0.79008
1338,0.0408716,0.790185
1339,0.0390303,0.790285
1340,0.0435271,0.790396
1341,0.0425331,0.790507
1342,0.0571992,0.790604
1343,0.051605,0.790714
1344,0.0403521,0.790826
1345,0.0329395,0.790938
1346,0.0444187,0.791029
1347,0.0488098,0.791134
1348,0.0376848,0.791238
1349,0.0501051,0.791338
1350,0.0435207,0.791436
1351,0.0437755,0.791529
1352,0.0353907,0.791637
1353,0.0381289,0.791724
1354,0.0355023,0.791819
1355,0.052453,0.791922
1356,0.0366217,0.792037
1357,0.036927,0.792138
1358,0.0391066,0.792239
1359,0.0334093,0.792333
1360,0.0472001,0.792443
1361,0.0432504,0.792534
1362,0.0338973,0.792637
1363,0.0497369,0.792737
1364,0.045058,0.792826
1365,0.0467053,0.792942
1366,0.0401311,0.793027
1367,0.0375869,0.793117
1368,0.0431885,0.793129
1369,0.0360256,0.793238
1370,0.0401533,0.793324
1371,0.0394894,0.793433
1372,0.0443761,0.793531
1373,0.0459116,0.79364
1374,0.0343705,0.793729
1375,0.0472322,0.79383
1376,0.0461831,0.793927
1377,0.0399514,0.794025
1378,0.03284,0.794125
1379,0.0558877,0.794222
1380,0.0288906,0.794315
1381,0.0347022,0.79441
1382,0.0559829,0.794516
1383,0.0323941,0.794606
1384,0.0340864,0.794699
1385,0.0312966,0.794806
1386,0.0489607,0.794908
1387,0.0431816,0.795005
1388,0.0371927,0.795109
1389,0.0457869,0.795196
1390,0.0538583,0.795307
1391,0.0422489,0.795401
1392,0.0423218,0.795496
1393,0.0451559,0.795606
1394,0.0445773,0.795703
1395,0.0406813,0.795797
1396,0.0391809,0.795899
1397,0.0369813,0.795989
1398,0.0496549,0.796093
1399,0.0392249,0.796199
1400,0.0355444,0.796302
1401,0.0470587,0.796391
1402,0.0333297,0.796472
1403,0.0305393,0.79657
1404,0.0408368,0.796665
1405,0.0305458,0.796675
1406,0.0579964,0.796775
1407,0.0388829,0.796877
1408,0.0421755,0.79698
1409,0.0373142,0.79708
1410,0.032774,0.797178
1411,0.0330063,0.797274
1412,0.0325184,0.79735
1413,0.044113,0.797444
1414,0.0518432,0.79754
1415,0.0371453,0.797639
1416,0.049002,0.79773
1417,0.0422258,0.797821
1418,0.0382361,0.797925
1419,0.0415189,0.798025
1420,0.0320068,0.798112
1421,0.0388507,0.798198
1422,0.0346835,0.798285
1423,0.0403735,0.798381
1424,0.0354495,0.798478
1425,0.0462318,0.798585
1426,0.0446925,0.79867
1427,0.0470046,0.798788
1428,0.033542,0.798872
1429,0.0433696,0.798973
1430,0.0474888,0.799055
1431,0.0376886,0.799144
1432,0.0448396,0.799239
1433,0.0343523,0.799334
1434,0.0420799,0.799426
1435,0.029809,0.799523
1436,0.0351258,0.799625
1437,0.0313764,0.799708
1438,0.0324644,0.799803
1439,0.0484417,0.799899
1440,0.0543916,0.799986
1441,0.0382295,0.800072
1442,0.049828,0.800083
1443,0.0328512,0.800173
1444,0.0374318,0.800267
1445,0.0380997,0.800372
1446,0.0469764,0.800465
1447,0.0334884,0.800559
1448,0.0388381,0.800643
1449,0.0497166,0.800735
1450,0.0379232,0.800837
1451,0.0276613,0.800933
1452,0.0430103,0.801023
1453,0.046475,0.801113
1454,0.0423585,0.801207
1455,0.0288246,0.801286
1456,0.0402448,0.801386
1457,0.0341534,0.801487
1458,0.0506213,0.801585
1459,0.0313422,0.801679
1460,0.032881,0.801766
1461,0.048544,0.80185
1462,0.032263,0.801932
1463,0.0401498,0.80201
1464,0.0363187,0.802101
1465,0.0390142,0.802188
1466,0.0368351,0.802273
1467,0.0365447,0.80236
1468,0.0458718,0.802458
1469,0.0342796,0.802539
1470,0.0365567,0.802635
1471,0.0337717,0.802729
1472,0.0438104,0.802817
1473,0.0418661,0.802907
1474,0.0358029,0.803002
1475,0.0476628,0.803105
1476,0.0422819,0.803196
1477,0.031805,0.803283
1478,0.0298383,0.803361
1479,0.053034,0.803376
1480,0.0434563,0.803462
1481,0.0357735,0.803551
1482,0.0319403,0.803643
1483,0.0379729,0.80373
1484,0.0471574,0.803827
1485,0.0407799,0.803923
1486,0.031798,0.804007
1487,0.0335063,0.804091
1488,0.0333344,0.804189
1489,0.0409588,0.804275
1490,0.0381174,0.804357
1491,0.0297276,0.804456
1492,0.0351596,0.804541
1493,0.0423442,0.804618
1494,0.0379766,0.804707
1495,0.0376396,0.804784
1496,0.0331823,0.80487
1497,0.0368676,0.804957
1498,0.0348441,0.805044
1499,0.055523,0.805126
1500,0.0468326,0.805206
1501,0.0475833,0.80529
1502,0.0484761,0.805374
1503,0.0401553,0.805469
1504,0.0390017,0.805556
1505,0.0395653,0.80564
1506,0.0352152,0.805725
1507,0.0293902,0.805799
1508,0.0393042,0.805877
1509,0.0323133,0.805987
1510,0.0460676,0.806069
1511,0.0476173,0.806161
1512,0.0405386,0.80625
1513,0.0307223,0.80634
1514,0.0378596,0.80643
1515,0.0501839,0.806521
1516,0.0352626,0.806531
1517,0.0335597,0.806615
1518,0.0456845,0.806705
1519,0.0420768,0.806794
1520,0.0373219,0.806871
1521,0.0351517,0.806965
1522,0.027992,0.807048
1523,0.0439299,0.807137
1524,0.0376264,0.807229
1525,0.0507867,0.807303
1526,0.0291948,0.807396
1527,0.0412417,0.807492
1528,0.041444,0.807567
1529,0.0375591,0.807652
1530,0.0362887,0.807734
1531,0.0381303,0.807818
1532,0.0304812,0.807893
1533,0.0518096,0.807984
1534,0.0476068,0.80807
1535,0.0378012,0.808167
1536,0.0286741,0.808246
1537,0.0358324,0.808331
1538,0.0347618,0.808426
1539,0.0370601,0.808516
1540,0.0352769,0.808605
1541,0.0396954,0.808687
1542,0.0319262,0.808766
1543,0.0353981,0.808843
1544,0.0321985,0.808917
1545,0.0297345,0.809004
1546,0.0315358,0.809084
1547,0.0376716,0.809164
1548,0.0406455,0.809247
1549,0.0416848,0.809332
1550,0.0331163,0.809421
1551,0.0364454,0.809499
1552,0.0344471,0.809583
1553,0.0159314,0.809591
1554,0.0345379,0.809673
1555,0.0353738,0.809753
1556,0.0264061,0.809835
1557,0.0341441,0.809917
1558,0.0302535,0.809999
1559,0.0324633,0.810076
1560,0.029612,0.81016
1561,0.0470655,0.810244
1562,0.034924,0.810331
1563,0.0390837,0.810414
1564,0.0309489,0.810492
1565,0.0300178,0.810573
1566,0.0399291,0.810649
1567,0.0249243,0.810729
1568,0.0416805,0.810814
1569,0.0339924,0.810911
1570,0.0414423,0.810994
1571,0.0501961,0.811086
1572,0.0414321,0.811161
1573,0.03075,0.811237
1574,0.0351333,0.811318
1575,0.0324913,0.811389
1576,0.0360369,0.811471
1577,0.0305663,0.81154
1578,0.0325597,0.811624
1579,0.0361247,0.8117
1580,0.0317712,0.81178
1581,0.0325394,0.811869
1582,0.0350343,0.81195
1583,0.0401712,0.812033
1584,0.0379163,0.812119
1585,0.035609,0.8122
1586,0.0412295,0.812281
1587,0.0479554,0.812372
1588,0.0310236,0.812458
1589,0.0411206,0.812539
1590,0.0572845,0.812552
1591,0.0425751,0.81264
1592,0.0321714,0.81272
1593,0.0303382,0.812802
1594,0.0344598,0.812896
1595,0.0415952,0.812979
1596,0.0274385,0.813054
1597,0.0395242,0.813144
1598,0.0316113,0.813218
1599,0.0349862,0.813298
1600,0.0369969,0.81339
1601,0.0390195,0.813464
1602,0.0405426,0.813536
1603,0.0416309,0.81361
1604,0.0373159,0.813686
1605,0.0231964,0.813763
1606,0.0419505,0.813844
1607,0.0469426,0.813921
1608,0.0352919,0.813992
1609,0.0513352,0.814072
1610,0.031603,0.814141
1611,0.03898,0.814236
1612,0.034643,0.814316
1613,0.0343021,0.814388
1614,0.0273683,0.814458
1615,0.0281481,0.814531
1616,0.0338165,0.814611
1617,0.0285324,0.814688
1618,0.0452662,0.814772
1619,0.0369899,0.814847
1620,0.0355666,0.814937
1621,0.0398757,0.815005
1622,0.0440175,0.815081
1623,0.0258971,0.815147
1624,0.0410474,0.815228
1625,0.0358165,0.815306
1626,0.0366953,0.815384
1627,0.0173102,0.815394
1628,0.0387304,0.815467
1629,0.0321773,0.815543
1630,0.0313952,0.815618
1631,0.0373384,0.815691
1632,0.0337244,0.815772
1633,0.0395767,0.815845
1634,0.0349336,0.815932
1635,0.038693,0.816007
1636,0.0395763,0.816081
1637,0.0282536,0.816162
1638,0.0370642,0.81624
1639,0.0248665,0.816314
1640,0.034584,0.816386
1641,0.0458893,0.816476
1642,0.040068,0.816555
1643,0.039727,0.81663
1644,0.0391115,0.816724
1645,0.0345387,0.816802
1646,0.0323441,0.81687
1647,0.0350327,0.816944
1648,0.0285795,0.817012
1649,0.0329685,0.817091
1650,0.0441017,0.817167
1651,0.0235986,0.817244
1652,0.0397807,0.817332
1653,0.0358691,0.817404
1654,0.0279012,0.817479
1655,0.0323412,0.817542
1656,0.0383235,0.817627
1657,0.0315036,0.817703
1658,0.0309234,0.817768
1659,0.0337064,0.81784
1660,0.0346485,0.817917
1661,0.0315353,0.817991
1662,0.0284405,0.818059
1663,0.037429,0.818138
1664,0.0194558,0.81815
1665,0.0236472,0.818224
1666,0.0371173,0.818295
1667,0.0338896,0.818361
1668,0.0286209,0.818433
1669,0.0472211,0.818522
1670,0.0320385,0.818603
1671,0.0371675,0.818676
1672,0.030366,0.818741
1673,0.0372265,0.818829
1674,0.0273194,0.818917
1675,0.0289486,0.818992
1676,0.0302043,0.819072
1677,0.0325358,0.819146
1678,0.0335645,0.81922
1679,0.040035,0.819288
1680,0.0410443,0.819367
1681,0.0323664,0.819444
1682,0.0367096,0.819512
1683,0.0327864,0.81958
1684,0.0327877,0.81966
1685,0.0339215,0.819734
1686,0.0286867,0.819813
1687,0.0327986,0.819882
1688,0.0319459,0.819954
1689,0.0333248,0.820018
1690,0.0371176,0.820102
1691,0.0315729,0.820177
1692,0.0262071,0.820248
1693,0.0327259,0.82032
1694,0.0297624,0.820393
1695,0.0305943,0.82046
1696,0.0293929,0.820525
1697,0.0297476,0.820596
1698,0.045947,0.820671
1699,0.0342266,0.820742
1700,0.0370482,0.820817
1701,0.0476684,0.820829
1702,0.0308112,0.820906
1703,0.0300863,0.820977
1704,0.0359641,0.821051
1705,0.0294338,0.821127
1706,0.0269268,0.821197
1707,0.0370065,0.821273
1708,0.038023,0.821351
1709,0.0345333,0.821414
1710,0.0308978,0.821484
1711,0.0368541,0.821555
1712,0.0298905,0.821618
1713,0.0359813,0.821693
1714,0.0323955,0.821765
1715,0.0362438,0.821832
1716,0.0374228,0.82191
1717,0.0326677,0.821981
1718,0.0229454,0.822043
1719,0.0375795,0.822117
1720,0.037812,0.822201
1721,0.0329003,0.822276
1722,0.0375693,0.822344
1723,0.0386096,0.822409
1724,0.0464122,0.822484
1725,0.0305435,0.822565
1726,0.0356703,0.822639
1727,0.0258717,0.822713
1728,0.0290381,0.822778
1729,0.032259,0.822837
1730,0.0360689,0.822914
1731,0.0311025,0.822978
1732,0.0275126,0.823045
1733,0.0266107,0.823117
1734,0.0376068,0.82319
1735,0.0250544,0.823264
1736,0.0354847,0.823333
1737,0.0361497,0.823403
1738,0.0155663,0.823411
1739,0.0266513,0.823477
1740,0.0364898,0.823552
1741,0.0282605,0.823623
1742,0.0250239,0.823693
1743,0.0316347,0.823764
1744,0.0366594,0.823835
1745,0.0282104,0.823903
1746,0.0312064,0.823965
1747,0.0376085,0.824044
1748,0.0402267,0.824114
1749,0.0274222,0.824183
1750,0.0306457,0.824271
1751,0.0338736,0.824341
1752,0.0290027,0.824418
1753,0.0312118,0.824489
1754,0.0375684,0.824568
1755,0.0375797,0.824644
1756,0.0233702,0.824712
1757,0.0376814,0.824782
1758,0.0352437,0.824844
1759,0.0271017,0.824904
1760,0.033601,0.824973
1761,0.0247987,0.82504
1762,0.0318103,0.825116
1763,0.0330374,0.825178
1764,0.0195702,0.825248
1765,0.0385998,0.825312
1766,0.0278492,0.825382
1767,0.0386651,0.82545
1768,0.0388767,0.825525
1769,0.0366307,0.82559
1770,0.0392902,0.825664
1771,0.0300495,0.825733
1772,0.0270916,0.825804
1773,0.0216219,0.825862
1774,0.0281655,0.825921
1775,0.0175679,0.825928
1776,0.0264697,0.826007
1777,0.0346807,0.826079
1778,0.0357736,0.826156
1779,0.0274309,0.82622
1780,0.0349049,0.826277
1781,0.0276376,0.82635
1782,0.0360755,0.826415
1783,0.0337312,0.826487
1784,0.0257464,0.826553
1785,0.0344874,0.826617
1786,0.0353043,0.826682
1787,0.0349543,0.826746
1788,0.0347799,0.826812
1789,0.0308935,0.826883
1790,0.0326031,0.82695
1791,0.0285376,0.827014
1792,0.0437795,0.827078
1793,0.0387813,0.827146
1794,0.0507827,0.827208
1795,0.0341378,0.827277
1796,0.0369123,0.827347
1797,0.0316424,0.827417
1798,0.0300481,0.827482
1799,0.0343576,0.827541
1800,0.0281032,0.8276
1801,0.0343654,0.827665
1802,0.0320425,0.827727
1803,0.0300997,0.827798
1804,0.0259638,0.827867
1805,0.0321434,0.827936
1806,0.0227659,0.827999
1807,0.0290956,0.828064
1808,0.0219979,0.828128
1809,0.0280674,0.828193
1810,0.0395801,0.828264
1811,0.0343755,0.828333
1812,0.0201323,0.82834
1813,0.0343235,0.8284
1814,0.0384863,0.828471
1815,0.0286295,0.828545
1816,0.0308624,0.828604
1817,0.0239656,0.828673
1818,0.0315218,0.828734
1819,0.0311693,0.828798
1820,0.0415223,0.828873
1821,0.0322308,0.828935
1822,0.035801,0.829001
1823,0.0337633,0.829069
1824,0.0289454,0.829134
1825,0.0276724,0.829192
1826,0.0357587,0.829251
1827,0.0315157,0.829317
1828,0.0324913,0.829372
1829,0.0224884,0.829437
1830,0.0367984,0.829507
1831,0.0494413,0.829576
1832,0.0358086,0.829639
1833,0.0287586,0.829691
1834,0.028726,0.829753
1835,0.0237543,0.829819
1836,0.031334,0.829884
1837,0.040656,0.829947
1838,0.0271894,0.830013
1839,0.0269626,0.830086
1840,0.0363302,0.830154
1841,0.0266705,0.830208
1842,0.030588,0.830271
1843,0.0244806,0.83034
1844,0.0315813,0.830402
1845,0.0352865,0.83047
1846,0.0310793,0.830541
1847,0.0283091,0.830611
1848,0.0299013,0.830675
1849,0.0364625,0.830681
1850,0.0245032,0.830742
1851,0.0249543,0.830813
1852,0.0272777,0.83088
1853,0.0326329,0.830943
1854,0.0301777,0.831003
1855,0.0362545,0.831075
1856,0.0276229,0.831133
1857,0.0222769,0.831197
1858,0.0341759,0.831267
1859,0.0350764,0.831333
1860,0.0345278,0.831396
1861,0.0265825,0.83146
1862,0.0348116,0.831515
1863,0.0259061,0.831575
1864,0.043575,0.831642
1865,0.0380269,0.831702
1866,0.033234,0.831772
1867,0.0367879,0.831841
1868,0.0260068,0.831902
1869,0.0292238,0.831964
1870,0.0303668,0.832024
1871,0.0353152,0.832086
1872,0.0363373,0.832148
1873,0.0434659,0.832215
1874,0.0337708,0.832268
1875,0.0227543,0.83233
1876,0.0269108,0.832389
1877,0.0351188,0.832458
1878,0.0318253,0.832524
1879,0.027139,0.832589
1880,0.0350635,0.832646
1881,0.029453,0.832706
1882,0.030064,0.832767
1883,0.0262013,0.832826
1884,0.0318314,0.832887
1885,0.0311676,0.832944
1886,0.0168856,0.83295
1887,0.0335454,0.833015
1888,0.0330447,0.833073
1889,0.028731,0.833132
1890,0.0281596,0.833191
1891,0.0312749,0.833255
1892,0.0278044,0.833317
1893,0.0312623,0.833386
1894,0.0281833,0.833453
1895,0.0258379,0.833517
1896,0.0233481,0.833575
1897,0.0327389,0.833636
1898,0.0346921,0.833705
1899,0.0373021,0.83377
1900,0.031486,0.833836
1901,0.0274041,0.833889
1902,0.0233696,0.833942
1903,0.0306917,0.834006
1904,0.0261735,0.834062
1905,0.0302262,0.834127
1906,0.0295307,0.834194
1907,0.0280046,0.834258
1908,0.027445,0.834313
1909,0.0278767,0.834372
1910,0.0322824,0.834427
1911,0.0328629,0.834497
1912,0.0292284,0.834559
1913,0.0225081,0.834616
1914,0.0404098,0.834683
1915,0.0227247,0.834741
1916,0.0362884,0.834802
1917,0.0223162,0.834862
1918,0.0229818,0.834918
1919,0.0276329,0.834983
1920,0.0294352,0.835045
1921,0.0302665,0.835106
1922,0.0351415,0.835163
1923,0.0144292,0.835171
1924,0.0207213,0.835223
1925,0.0295178,0.835288
1926,0.0380302,0.835353
1927,0.0280496,0.835419
1928,0.0350567,0.835471
1929,0.0290841,0.835532
1930,0.0307109,0.835598
1931,0.0318683,0.835662
1932,0.0287842,0.835727
1933,0.0247283,0.835779
1934,0.0266536,0.835837
1935,0.0261071,0.835888
1936,0.0323551,0.835952
1937,0.0293402,0.836013
1938,0.0347638,0.836073
1939,0.0297687,0.836135
1940,0.0281685,0.836199
1941,0.0241107,0.83625
1942,0.0244938,0.836309
1943,0.0269484,0.836363
1944,0.0290475,0.83642
1945,0.0307861,0.836484
1946,0.0279425,0.83654
1947,0.0279446,0.836594
1948,0.0284009,0.836658
1949,0.0322535,0.836718
1950,0.025963,0.836783
1951,0.0265836,0.836835
1952,0.0255119,0.836901
1953,0.0335657,0.836963
1954,0.0256454,0.837021
1955,0.0307256,0.83708
1956,0.021787,0.837137
1957,0.0317969,0.837197
1958,0.0263898,0.837265
1959,0.0234556,0.837325
1960,0.0259287,0.837332
1961,0.0286046,0.837393
1962,0.0334447,0.837448
1963,0.0282832,0.837514
1964,0.0293134,0.837577
1965,0.0242824,0.837638
1966,0.0254304,0.837705
1967,0.0298936,0.837756
1968,0.0319378,0.837815
1969,0.02769,0.837864
1970,0.0401427,0.83792
1971,0.0271389,0.837986
1972,0.0232981,0.838044
1973,0.0264035,0.838098
1974,0.0264311,0.838152
1975,0.0288344,0.838214
1976,0.0236649,0.838269
1977,0.0268203,0.838324
1978,0.0374098,0.838382
1979,0.0299771,0.838446
1980,0.0261086,0.838507
1981,0.0237531,0.838566
1982,0.0230581,0.838632
1983,0.0269824,0.838686
1984,0.0306798,0.838745
1985,0.0296907,0.838798
1986,0.0253941,0.83885
1987,0.0250729,0.838904
1988,0.0274229,0.838961
1989,0.0289942,0.839019
1990,0.0320109,0.839075
1991,0.0316699,0.839128
1992,0.035827,0.839188
1993,0.0242087,0.83925
1994,0.0242915,0.839312
1995,0.0318862,0.839365
1996,0.0226364,0.83942
1997,0.0504825,0.83943
1998,0.0286582,0.839486
1999,0.0356502,0.839538
2000,0.0296446,0.839597
2001,0.0304193,0.839648
2002,0.0282391,0.839706
2003,0.0301108,0.839757
2004,0.028236,0.839816
2005,0.025077,0.839877
2006,0.024495,0.839932
2007,0.0308977,0.839995
2008,0.0210318,0.840055
2009,0.0286034,0.840118
2010,0.0249625,0.840169
2011,0.0289016,0.840222
2012,0.0227928,0.840281
2013,0.0212029,0.840325
2014,0.030964,0.840379
2015,0.0294585,0.840436
2016,0.0316163,0.840492
2017,0.0235682,0.840552
2018,0.0322554,0.840604
2019,0.0223283,0.84066
2020,0.0289454,0.84072
2021,0.0307234,0.840779
2022,0.0300633,0.84084
2023,0.0300632,0.840907
2024,0.0218153,0.840964
2025,0.0251162,0.841017
2026,0.0290444,0.841065
2027,0.0269791,0.841121
2028,0.0344701,0.841181
2029,0.022162,0.841238
2030,0.0240684,0.841291
2031,0.0352565,0.841351
2032,0.0336038,0.841399
2033,0.0280526,0.841455
2034,0.0388609,0.841463
2035,0.0330444,0.841523
2036,0.0221281,0.841573
2037,0.0191904,0.841632
2038,0.021945,0.841686
2039,0.0303644,0.841733
2040,0.0298174,0.84179
2041,0.0276379,0.841841
2042,0.0323533,0.841902
2043,0.0257484,0.841965
2044,0.0274983,0.84202
2045,0.0362658,0.84207
2046,0.0268198,0.842123
2047,0.0250989,0.842171
2048,0.0328601,0.842224
2049,0.0317877,0.842275
2050,0.0312207,0.842336
2051,0.030726,0.842392
2052,0.0303445,0.842455
2053,0.0235565,0.842507
2054,0.0234993,0.842556
2055,0.033796,0.842611
2056,0.0300551,0.842676
2057,0.0218194,0.842726
2058,0.024642,0.842783
2059,0.0226102,0.842836
2060,0.022831,0.842891
2061,0.0308413,0.842942
2062,0.0262808,0.842994
2063,0.0253714,0.843045
2064,0.0359479,0.843107
2065,0.019207,0.843162
2066,0.0283231,0.843225
2067,0.0268253,0.843274
2068,0.026659,0.843324
2069,0.0281508,0.84337
2070,0.0256109,0.843432
2071,0.0215003,0.843441
2072,0.0293029,0.84349
2073,0.0203788,0.843537
2074,0.0249661,0.843593
2075,0.0174135,0.843645
2076,0.0205243,0.843698
2077,0.0241809,0.843754
2078,0.0327459,0.843814
2079,0.0236997,0.843866
2080,0.0358841,0.84392
2081,0.0237236,0.84397
2082,0.0232418,0.844021
2083,0.024555,0.844074
2084,0.029298,0.844126
2085,0.0259816,0.844187
2086,0.0297453,0.844245
2087,0.0252443,0.844296
2088,0.0337076,0.844354
2089,0.0246067,0.844409
2090,0.0382801,0.844466
2091,0.0278056,0.844512
2092,0.0250624,0.844569
2093,0.0295291,0.844624
2094,0.0290954,0.844682
2095,0.0237679,0.844738
2096,0.0272547,0.844792
2097,0.0258831,0.844843
2098,0.0208511,0.844899
2099,0.0254676,0.844952
2100,0.0247078,0.845009
2101,0.030664,0.845058
2102,0.0264903,0.845112
2103,0.0300162,0.845158
2104,0.0259251,0.845203
2105,0.0257549,0.845252
2106,0.0232692,0.845307
2107,0.0288322,0.845363
2108,0.0278021,0.84537
2109,0.0182845,0.845422
2110,0.0268656,0.845471
2111,0.0284244,0.845524
2112,0.0219221,0.845584
