Batch,Loss,Accuracy
2113,0.0308653,0.845636
2114,0.0297883,0.845683
2115,0.0283404,0.84574
2116,0.0278448,0.845796
2117,0.0244384,0.845849
2118,0.0261398,0.8459
2119,0.021602,0.845949
2120,0.0238343,0.846009
2121,0.030294,0.846059
2122,0.0285296,0.846115
2123,0.0217787,0.846158
2124,0.0266141,0.846205
2125,0.0303275,0.846255
2126,0.0227335,0.846304
2127,0.0399296,0.84636
2128,0.0347419,0.846415
2129,0.0279936,0.846464
2130,0.0238665,0.846505
2131,0.0248931,0.846558
2132,0.0275467,0.846606
2133,0.0212831,0.846652
2134,0.0296098,0.846702
2135,0.018073,0.846759
2136,0.0216084,0.84681
2137,0.0280888,0.846865
2138,0.0276151,0.846923
2139,0.0256458,0.846979
2140,0.0364342,0.847038
2141,0.0315597,0.847093
2142,0.0306953,0.847141
2143,0.0225401,0.84719
2144,0.0243707,0.847236
2145,0.0127107,0.847241
2146,0.0300698,0.847292
2147,0.0231326,0.847351
2148,0.0232408,0.847397
2149,0.0327367,0.847456
2150,0.0262721,0.847508
2151,0.0228327,0.847554
2152,0.0197128,0.847604
2153,0.026449,0.847656
2154,0.0277433,0.847704
2155,0.0256851,0.847751
2156,0.023669,0.847799
2157,0.0248353,0.847853
2158,0.0266392,0.84791
2159,0.0238001,0.847956
2160,0.0259409,0.848
2161,0.0281744,0.848049
2162,0.026195,0.848103
2163,0.0207895,0.848149
2164,0.0319601,0.848195
2165,0.0255388,0.848246
2166,0.0233253,0.848291
2167,0.0274406,0.848344
2168,0.0247554,0.848392
2169,0.032476,0.848447
2170,0.0298349,0.8485
2171,0.0265905,0.848553
2172,0.030681,0.848601
2173,0.031647,0.848648
2174,0.0194292,0.848702
2175,0.0256854,0.848751
2176,0.0255251,0.848792
2177,0.0300776,0.848846
2178,0.0262426,0.8489
2179,0.0247751,0.848951
2180,0.0348517,0.848999
2181,0.0226185,0.849058
2182,0.0119205,0.849063
2183,0.0315285,0.84911
2184,0.0200706,0.849154
2185,0.0237274,0.849198
2186,0.0289386,0.84924
2187,0.0303483,0.849296
2188,0.0239757,0.849347
2189,0.0318092,0.849398
2190,0.0292779,0.849451
2191,0.0301058,0.849503
2192,0.0261504,0.849551
2193,0.0308804,0.849598
2194,0.0359952,0.849648
2195,0.0249993,0.849695
2196,0.0267578,0.849746
2197,0.0275575,0.849787
2198,0.0292725,0.849835
2199,0.0299023,0.849882
2200,0.0249974,0.849936
2201,0.0259302,0.849985
2202,0.0238984,0.850027
2203,0.02993,0.850083
2204,0.0229093,0.850126
2205,0.0222019,0.850178
2206,0.0197043,0.850225
2207,0.0220865,0.850276
2208,0.0284897,0.850327
2209,0.0231413,0.85038
2210,0.0286981,0.850433
2211,0.0308764,0.850479
2212,0.0346171,0.850525
2213,0.0263949,0.850577
2214,0.0292685,0.850624
2215,0.0637483,0.85067
2216,0.0449028,0.850675
2217,0.10935,0.850711
2218,0.0736573,0.850741
2219,0.0760869,0.850745
